Date,From First Name,From Last Name,From Where,Action,To First Name,To Last Name,To Where,Action Amount
Sun Jul 26 18:53:07 MDT 2020,Pluto,Disney,Savings,withdraws,,,,77.0
Sun Jul 26 18:53:07 MDT 2020,Cezar,Barba,Checking,pays,Chip,Disney,Checking,50.99
Sun Jul 26 18:53:07 MDT 2020,Dale,Disney,Savings,withdraws,,,,54.0
Sun Jul 26 18:53:07 MDT 2020,Alejandro,Blanco,Checking,pays,Cinderella,Disney,Checking,28.81
Sun Jul 26 18:53:07 MDT 2020,Ariel,Disney,Savings,withdraws,,,,57.0
Sun Jul 26 18:53:07 MDT 2020,Brandon,Bustamante,Checking,pays,Jasmine,Disney,Checking,28.89
Sun Jul 26 18:53:07 MDT 2020,Aladdin,Disney,Savings,withdraws,,,,94.0
Sun Jul 26 18:53:07 MDT 2020,Abel,Carrasco,Checking,pays,Simba,Disney,Checking,39.29
Sun Jul 26 18:53:07 MDT 2020,Mufassa,Disney,Savings,withdraws,,,,67.0
Sun Jul 26 18:53:07 MDT 2020,Axel,Diaz,Checking,pays,Aurora,Disney,Checking,34.47
Sun Jul 26 18:53:07 MDT 2020,Peter,Pan,Savings,withdraws,,,,100.0
Sun Jul 26 18:53:07 MDT 2020,Alan,Licerio,Checking,pays,Woody,Disney,Checking,34.04
Sun Jul 26 18:53:07 MDT 2020,Buzz,Lightyear,Savings,withdraws,,,,90.0
Sun Jul 26 18:53:07 MDT 2020,Lorenzo,Martinez,Checking,pays,Jafar,Aladdin,Checking,12.36
Sun Jul 26 18:53:07 MDT 2020,Ursela,Mermaid,Savings,withdraws,,,,56.0
Sun Jul 26 18:53:07 MDT 2020,Ricardo,Mendez,Checking,pays,Beast,Disney,Checking,26.84
Sun Jul 26 18:53:07 MDT 2020,Belle,Disney,Savings,withdraws,,,,88.0
Sun Jul 26 18:53:07 MDT 2020,Eyan,Meraz,Checking,pays,Cruella,De Vil,Checking,34.7
Sun Jul 26 18:53:07 MDT 2020,Scar,Lion,Savings,withdraws,,,,65.0
Sun Jul 26 18:53:07 MDT 2020,Alonso,Monarrez,Checking,pays,Simba,King,Checking,11.31
Sun Jul 26 18:53:07 MDT 2020,Gaston,Disney,Savings,withdraws,,,,78.0
Sun Jul 26 18:53:07 MDT 2020,David,Morales,Checking,pays,Shere,Khan,Checking,41.2
Sun Jul 26 18:53:07 MDT 2020,Osvaldo,Nevarez,Checking,pays,Kaa,Disney,Checking,11.83
Sun Jul 26 18:53:07 MDT 2020,Evil,Queen,Savings,withdraws,,,,86.0
Sun Jul 26 18:53:07 MDT 2020,Cesar,Padron,Checking,pays,Pinocchio,Disney,Checking,34.11
Sun Jul 26 18:53:07 MDT 2020,Prince,Eric,Savings,withdraws,,,,57.0
Sun Jul 26 18:53:07 MDT 2020,Alejandro,Ramirez,Checking,pays,Quasimodo,Disney,Checking,25.58
Sun Jul 26 18:53:07 MDT 2020,Hercules,Disney,Savings,withdraws,,,,85.0
Sun Jul 26 18:53:07 MDT 2020,Hector,Reyes,Checking,pays,Mulan,Disney,Checking,36.48
Sun Jul 26 18:53:07 MDT 2020,Lilo,Disney,Savings,withdraws,,,,59.0
Sun Jul 26 18:53:07 MDT 2020,Elizabeth,Reyes Jimenez,Checking,pays,Stitch,Disney,Checking,29.25
Sun Jul 26 18:53:07 MDT 2020,Gaston,Disney,Savings,withdraws,,,,74.0
Sun Jul 26 18:53:07 MDT 2020,Elias,Roybal,Checking,pays,Mickey,Mouse,Checking,17.97
Sun Jul 26 18:53:07 MDT 2020,Donald,Duck,Savings,withdraws,,,,91.0
Sun Jul 26 18:53:07 MDT 2020,Ruth,Trejo,Checking,pays,Minnie,Mouse,Checking,29.5
Sun Jul 26 18:53:07 MDT 2020,Goofy,Disney,Savings,withdraws,,,,81.0
Sun Jul 26 18:53:07 MDT 2020,Chip,Disney,Savings,withdraws,,,,75.0
Sun Jul 26 18:53:07 MDT 2020,Jeffrey,Vanarsdall,Checking,pays,Dale,Disney,Checking,50.39
Sun Jul 26 18:53:07 MDT 2020,Cinderella,Disney,Savings,withdraws,,,,79.0
Sun Jul 26 18:53:07 MDT 2020,German,Viezcas,Checking,pays,Ariel,Disney,Checking,46.88
Sun Jul 26 18:53:07 MDT 2020,Jasmine,Disney,Savings,withdraws,,,,59.0
Sun Jul 26 18:53:07 MDT 2020,Daniel,Mejia,Checking,pays,Aladdin,Disney,Checking,25.16
Sun Jul 26 18:53:07 MDT 2020,Simba,Disney,Savings,withdraws,,,,100.0
Sun Jul 26 18:53:07 MDT 2020,Daniel,Mejia,Checking,pays,Mufassa,Disney,Checking,33.54
Sun Jul 26 19:11:29 MDT 2020,,,deposits,John,Doe,Checking,100.0
Sun Jul 26 19:11:35 MDT 2020,John,Doe,Checking,withdraws,,,,10.0
Sun Jul 26 19:11:39 MDT 2020,,,deposits,John,Doe,Checking,12.0
Sun Jul 26 19:11:45 MDT 2020,,,deposits,John,Doe,Savings,1200.0
Sun Jul 26 19:11:52 MDT 2020,John,Doe,Credit,withdraws,,,,200.0
